	Topic_Num	Topic_Perc_Contrib	Keywords	Text
10	1.0	0.1433	사태, 발생, 투자, 이번, 부동산, 전가, 거래, 거부, 최근, 와이프	주식토자를 할때 배당주 투자를 하는데 기초가 없어서 배당주는 언제사서 언제까지 가지고 있어야 배당을 받을수 있으며 배당주 투자 관련 노하우가 있으면 알려주시면 감사하겠습니다^^ 주식 너무 어려워요~~~
11	1.0	0.1139	사태, 발생, 투자, 이번, 부동산, 전가, 거래, 거부, 최근, 와이프	한회사의 기술력을 믿고 그회사가 발행하는 코인을 구입했습니다. 그러다가 그 회사의 간부중의 한사람의 사기로 회사도 피해를 보고 코인 구매자들도 피해를 봤습니다.참고로 저는 법률이나 용어에 대해서는 잘 모릅니다.투자금액과 제정보를 달라고해서 회사차원에서 피해자들의 증거를 모아서 형사고소를 3월달에 했다고 합니다.그런데 이번 코로나 사태때문에 수사가 미루어지고 있다고 합니다.그래서 민생법안으로 이문제를 해결하면 빠를수도 있다며투자 액수와는 관계없이 참여자들이 똑같은 변호사 비용을 함께 내서 다시 함께 고소를 하자고 하는데 참여하는 것이 옳은지 질문하고 싶습니다.  그 변호사비용은 돌려받을수 있다고 하는데 사실인가요?무엇보다 코인관련 소송이 민생법안쪽으로 들어갈수 있어서 피해구제를 빨리 받을수가 있는지도 궁금합니다.또 투자금액이 작으면 변호사 비용도 차등 지불해야하는것은 아닌가요?
12	1.0	0.1022	사태, 발생, 투자, 이번, 부동산, 전가, 거래, 거부, 최근, 와이프	코로나19사태가 장기화 조짐을 보이면서 비대면 서비스가 증가하고 있습니다  즉 다시보면 사람과사람이 직접보지 않은 상태에서 일 처리를 진행하여 완료까지 한다는것 같은데요 이러한  비대면 방식이 코로나 사태가 진정이후에도 계속 가능한지 궁금하며 만약 그렇다면  어떠한 방식으로 구축을 해나갈것인지도  궁금합니다?
13	1.0	0.0609	사태, 발생, 투자, 이번, 부동산, 전가, 거래, 거부, 최근, 와이프	안녕하세요.최근 코로나 때문인지,모든 금융 지표들이 하락하고 있는데요..한 유튜버 분께서 서울 아파트 값도 반토막이 날 가능성이 있다고 말하여불안감이 생겼습니다. (최근 대출을 끼고 아파트를 구매했거든요..)정말로 부동산 가격도 현 증시처럼 폭락하게 될까요?전문가분들의 고견을 기다리겠습니다.감사합니다.
14	1.0	0.0553	사태, 발생, 투자, 이번, 부동산, 전가, 거래, 거부, 최근, 와이프	요즘 코로나 때문에 지장이 있을까요?시세가 변경이 될수도 있겠구어떻게 결정할지 매우 궁금합니다.바이러스 사태가 지나가면 정상화 되겠죠?참 아이러니 하네요.
15	1.0	0.0544	사태, 발생, 투자, 이번, 부동산, 전가, 거래, 거부, 최근, 와이프	괜히 요즘 코로나로 인해 찝찝하네요며칠전 먼지를  좀 많이 마시고 담배를 많이 펴서 그런거 같은데요즘 코로나가 심하다보니 괜히 신경쓰이네여~열이나 이런증상은 없구요 목이랑 가슴이 좀 답답한정도네여~
16	1.0	0.0445	사태, 발생, 투자, 이번, 부동산, 전가, 거래, 거부, 최근, 와이프	 
17	1.0	0.0437	사태, 발생, 투자, 이번, 부동산, 전가, 거래, 거부, 최근, 와이프	 
18	2.0	0.2349	규정, 결정, 제한, 올림픽, 법률, 연기, 일본, 제조, 일수, 대표	근로자 참여 및 협력증진에 관한 법률 제 12조와 32조에 따르면,정기 회의 개최 및 벌칙 규정이 있습니다.제12조(회의) ①협의회는 3개월마다 정기적으로 회의를 개최하여야 한다.제32조(벌칙) 사용자가 제12조제1항을 위반하여 협의회를 정기적으로 개최하지 아니하거나....그런데, 갑작스런 사정에 의해서 (EX: 회사 정기인사, 조직개편으로 인한 회사측 위원 변경,코로나와 같은 천재지변으로 인한 회의 불가, 기타 불가피한 상황)노사가 합의하여 회의를 연기하는 것이 가능한가요 ?
19	2.0	0.2173	규정, 결정, 제한, 올림픽, 법률, 연기, 일본, 제조, 일수, 대표	코로나19 사태로 인해 일본 도쿄 올림픽이 불가피하게 1년 연기되었다는 소식이 있었습니다. 일본이 올림픽 개최를 1년 연기하면 어떤 부작용이 있을까요? 일본 경제에 어떤 타격을 받게 되나요?
20	2.0	0.2081	규정, 결정, 제한, 올림픽, 법률, 연기, 일본, 제조, 일수, 대표	코로나 사태 때문에 올림픽이 연기된다면 출전 못하는 선수가 있을 수도 있다던데올림픽 축구 대표팀은 왜 성인 국가대표와는 다르게 나이제한이 있는거죠?올림픽의 다른 종목들은 나이제한 같은 게 없는 것 같은데요.궁금합니다.
21	2.0	0.1844	규정, 결정, 제한, 올림픽, 법률, 연기, 일본, 제조, 일수, 대표	이재명 경기도지사가 ‘신종 코로나바이러스 감염증(코로나19)’ 예방수칙을 미준수 한 교회 137곳에 대해 ‘밀접집회 제한명령’을 내렸는데요.이번 조치는 이격거리 유지 등 제한규정을 지킨 채 집회예배를 우선 진행하라는 것이고, 도는 향후 미준수가 적발될 경우 '예배 전면금지'라는 특단의 조치로 알고 있습니다.‘감염병의 예방 및 관리에 관한 법률’ 제49조(감염병의 예방 조치)에서는 보건복지부장관, 시·도지사 또는 시장·군수·구청장이 감염병을 예방하기 위해 집회나 제례 또는 여러 사람의 집합을 제한하거나 금지해야 한다고 규정하고 있으나. 한편에서는 헌법에서 보장한 신앙의 자유에 의배된다는 반대의견이 있는걸로 압니다.제가 볼때 행정조치가 헌법의 테두리 안에서 이뤄져 는란의 문제가 없어 보이는데 전문가님의 의견은 어떠신지요.
22	2.0	0.0618	규정, 결정, 제한, 올림픽, 법률, 연기, 일본, 제조, 일수, 대표	코로나 19로 인해 자격증 시험이나 공무원 시험이 취소나 연기되고 있다고 알고 있습니다. 분명 기간을 잡고 공부한 수험생들에게는 위험을 감수하고서라도 원래 날짜에 응시하고 싶어할 분들이 있다고 생각이 드는데요. 만약 수험생들이 이러한 부분에 대해서 불만이 있고 손해를 봤다 생각이든다면 이러한 사항들을  국가에 따지는 게 가능한지 궁금합니다.
23	3.0	0.4399	일, 보험, 고용, 로, 확인, 후, 연락, 내용, 가입, 인	안녕하세요. 지난 2/28일 입사하여 3일 근무하고 해고를 당한 거 같습니다. 어떻게 대처를 해야 할까요? 최초 (과장, 실장)면접 시 근무기간은 2주 근무 시간은 13~18시까지로 시급 12,000원으로 하였고 고용보험은 하루만 일해도 가입해야 되고 회사에서는 알바도 4대 보험 가입을 한다. 원하지 않으면 가입 안 할 수도 있다하였지만, 저는 4대보험 가입을 요청하였습니다.그 후, 2/28일 입사하여 근로계약서를 작성하였습니다. 그 내용은 13시부터 (3~6시간 탄력적 근무) 기입 되어있었고, 주5일 만근 시 주휴수당지급 등이 기입되어있는 내용으로 서명하였고 당일 퇴근 시에 계약서 서로 간인하고 1장씩 나눴습니다.그렇게 집에 와서 계약서를 자세히 보니, 뒷장에 계약기간은 1년으로 되어있었고 익일 2/29일에 출근하여 계약서를 2주로 변경해야 되는 거 아니냐? 문의했으나 계약서는 원래 1년으로 해야 되는 거라고 하여, 고용보험 가입을 위한 등본을 제출하였습니다. 3/2일 근무 후, 퇴근하려니 코로나로 인해 일이 많이 줄어 금주는 쉬어야겠다고 했고, 급여는 금주에 주겠다고했지만, 다음 주까지 일하고 주면 될 것 같다고 하였습니다. 다음 날 회사 근처에 일이 있어 잠시 방문하였을 때, 일을 하고 있는 과장이 있기에 바빠 보인다고 했으나 코로나로 인해 지금은 일이 거의 없다하여 연락을 요청하고 회사에서 나왔습니다. 3/9일 과장에게 연락이 왔고 금주에도 일이 어렵다고 하였고, 그래서 등본 제출도 했으니 고용보험 신고를 요청하면서 일 해야 되면 연락을 달라고 다시 말을 했습니다만, 과장은 고용보험과 급여는 실장에게 말해서 처리가능 하도록 하겠다고 하였습니다. 3/10일 답답한 마음에 오후 늦게 실장에게 전화를 했고, 고용보험신고와 지금 최초 계약기간과 다르게 일도 3일만하고 계속 대기만하게 되었는데... 계속 일이 없는 거냐고 했으나...실장은 자기들도 일이 없어 돌아가면서 출근 중이라 했으며, 10일이 급여일인데 아직 지급도 못했고 고용보험은 일용직으로 신고 예정이다. 저도 계약기간동안 제대로 일도 못하고 계속 기다리기만 하다 계약이 끝나게 되었는데...계약기간이 있어서 연락 올 수도 있어 계속 기다렸는데...언제까지 기다릴 수는 없지 않느냐?실장은 어차피 일용직이니까! 파트로 4~5시간 일하는 거라 또 다른 일을 해도 관계가 없다고 하였습니다.그러나 저는 지금까지 계약기간이 있으니 그 기간 안에 혹시라도 연락이 올 수 도 있어 대기를 하고 있었던 거라고 말을 했고, 그랬더니 코로나로 인해 회사에서는 당분간 일이 계속 없을 것 같다하였습니다. ------------------------------------------------------------------------위와 같은 상황인데요? 그럼 저는 계약직이 아니라? 일용직인건가요?제가 2주 동안 일도 못하게 되었는데... 전 피해만 받아야 되는 건가요?1350에 전화해보니, 5인 사업장인지 아닌지 확인해보라고 하더라고요.그래서 이리저리 확인해보니 근로계약서에 미처 확인하지 못했는데, “연차휴가는 5인 미만 사업장으로 근로기준법에서 정한 바에 따라 부여하지 않는다.“ 이런 내용이 있더군요. 위의 내용으로 1350에 확인해보니, 제가 도움 받을 게 하나도 없는 거 같은데요. - 제가 대처 할 수 있는 방법을 알려주셨으면 합니다. 부탁드립니다.- 5인 사업장에서 저 포함인가요?저는 일용직으로 고용보험이 가입되어야 하는 건가요? 최초 구두 계약은 2주, 근로계약서상은 1년이고요.2주 동안 3일 일한 후, 확실히 계약만료 또는 계약해지라고 말을 하지 않아... 급여로 손해를 봤다고 생각합니다.
24	3.0	0.0957	일, 보험, 고용, 로, 확인, 후, 연락, 내용, 가입, 인	오른쪽 어깨가 아픈 것이 오십견이 시작 된 듯 합니다. 오십견도 별도의 특약이 없이 보험 혜택을 받을 수가 있나요? 코로나 때문에 병원가기가 꺼려져서 여기에 문의를 해 봅니다. 친철한 설명 부탁드립니다. 감사합니다
25	3.0	0.0926	일, 보험, 고용, 로, 확인, 후, 연락, 내용, 가입, 인	안녕하세요.코로나가 확산되고 있어 무척 걱정입니다.현 상황에서 코로나 대비하여 가입할만한 상품이 있을까요?아니면 그냥 일반 실비보험으로도 보상이 가능한지 궁금합니다.답변주시면 감사하겠습니다.
26	3.0	0.0846	일, 보험, 고용, 로, 확인, 후, 연락, 내용, 가입, 인	"주말 카페 알바이고 풀타임이 아닌데 확인 통지서를 받았습니다.이제 곧 그만둘 예정이고요. 코로나 때문에 학교 입학이 늦어지고 있는상황인데 ""적용제외 신청서""까지 도봉되어 왔다고 하네요.신청서를 꼭 보내야 하는건가요??"
27	4.0	0.1586	가능, 가요, 출퇴근, 주, 돈, 기타, 조정, 측정, 입원, 병원	장거리 출퇴근을 하고 있는 직장인입니다.지난주 까지는 그렇게 크게 문제가 안되었는데 이번주 부터 본래 타고다니던 노선이 감차 대상이 되어 회사 출퇴근 이 매우 어려워진 상황입니다.본인이 원래 타고다니던 차량이 첫차 이고 그 다음 차량을 타게 될 경우 거의 무조건 적으로 회사에 지각을 하는 상황입니다.그렇다고 택시나 기타 교통수단을 이용하면 너무 많은 비용이 지출됩니다.이와 관련하여 회사에 비용청구가 가능한지 불가능하다면 따로 지원받거나 해당기간동안 휴무가 가능한지?문의 드립니다.
28	4.0	0.1387	가능, 가요, 출퇴근, 주, 돈, 기타, 조정, 측정, 입원, 병원	2020년 3월 하순에 COVID19(코로나 바이러스)가 전 세계를 휩쓸고 있는 가운데 한국사회를 충격으로 몰아 넣고 있는 또 하나의 사건이 'N번방' 텔레그램 사건입니다. 이 사건에서 '박사'라는 닉넴임으로 활동한 주범은 입회비를 암호화페인 모네로로 받았다고 합니다.모네로는 익명성과 추적이 불가능한 성질을 가지고 있는 분산 암호화 화폐이기 때문이라고 하는데요. 공식 슬로건이 “secure, private, untraceable”일 정도로 보안에 신경을 쓰고 있는 화폐인 모네로가 익명성과 추적불가능성을 가질 수 있는 이유는 무엇인지 알고 싶습니다.
29	4.0	0.1301	가능, 가요, 출퇴근, 주, 돈, 기타, 조정, 측정, 입원, 병원	코로나 바이러스로 인해 운수회사들이 감차에 들어가면서 멀쩡히 잘 타고다니던 시외버스 시간대가 사라졌습니다.덕분에 비싼돈 내면서 출퇴근을 할수밖에 없어졌는데요 가계에 부담이 되는게 사실입니다.출퇴근 수단이 사라졌을때 퇴사를 할 경우 실업급여 수급대상이 되나요?어떻게 그냥 다녀볼까 싶지만 회사에서 출퇴근 시간조정이나 기타 수단을 따로 강구해줄 생각이 없어보입니다.
30	4.0	0.1067	가능, 가요, 출퇴근, 주, 돈, 기타, 조정, 측정, 입원, 병원	신천지 강제해산을 요청한다는 명제로 청와대 게시판에 청윈이 접수된걸로 알고있습니다.검색사이트를 찾아보면 여러 의견이 있어 명환한 답변을 듣고 싶어 질문드립니다.조만간 압수수색 등이 이뤄지고 불법적 정황이 나오면 법인허가 취소와 더불어 강제해산이라는 책임을 물어야할거 같습니다.
31	4.0	0.0805	가능, 가요, 출퇴근, 주, 돈, 기타, 조정, 측정, 입원, 병원	핸드폰 기능으로 있는 산소포화도측정으로 폐기능이 떨어진걸 확인해 코로나 감염 의심할수 있는 부분인지 궁금합니다.
32	4.0	0.0545	가능, 가요, 출퇴근, 주, 돈, 기타, 조정, 측정, 입원, 병원	안녕하세요.코로나 전염성 바이러스로 인해서 회사에서 근무를 하지 못하고 병원 또는 자가에서 격리를 해야 할 경우, 회사에서는 병가 일 수 에서 출근하지않은 일 수 만큼 차감시키는게 맞는것인가요?
33	4.0	0.0421	가능, 가요, 출퇴근, 주, 돈, 기타, 조정, 측정, 입원, 병원	 
34	5.0	0.2324	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	학원에서 코로나 바이러스로 휴업을 통보했고휴업 기간이 주 단위로 계속 연장되고있습니다그러다 휴업이 길어져 휴업한 기간만큼 무급처리하게됐다며 그에대한 동의서에 서명해줄것을 요구하는 연락을 받았습니다휴업 전이아닌 중간에 요구한 무급처리 동의서에 서명시 휴업수당을 받을 수 없나요?
35	5.0	0.2297	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	사용자가 자신의 귀책사유에 해당하는 경영상의 필요에 따라 개별 근로자들에 대하여 대기발령을 한 경우에도 근로자들에게 휴업수당을 지급하여야 하는지 궁금합니다. 대기발령의 경우 휴직으로 처리되는지요?
36	5.0	0.2128	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	사용자가 자신의 귀책사유에 해당하는 경영상의 필요에 따라 개별 근로자들에 대하여 대기발령을 한 경우,근로자들에게 휴업수당을 지급하여야 하는지요?      용어에 있어서 휴업과 휴직은 어떻게 다른가요?
37	5.0	0.2121	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	"근로기준법 시행령 제7조의 2 (상시 사용하는 근로자 수의 산정 방법)① 법 제11조제3항에 따른 ""상시 사용하는 근로자 수""는 해당 사업 또는 사업장에서 법 적용 사유(휴업수당 지급, 근로시간 적용 등 법 또는 이 영의 적용 여부를 판단하여야 하는 사유를 말한다. 이하 이 조에서 같다) 발생일 전 1개월(사업이 성립한 날부터 1개월 미만인 경우에는 그 사업이 성립한 날 이후의 기간을 말한다. 이하 ""산정기간""이라 한다) 동안 사용한 근로자의 연인원을 같은 기간 중의 가동 일수로 나누어 산정한다.라 되어 있는데<1> 하루에 30분이라도 출근을 했으면 그 인원의 출근일도 연인원에 포함이 되는건가요?<2> 법 적용 사유 발생일 전 1개월로 계산한다고 되어있는데 예를 들어 2.12~3.12 일까지의 휴업수당을 청구한다고 할 때, 2.12일 전 1개월로 계산을 하는건가요 아니면 3.12일 전 1개월로 계산을 하는건가요?<3> 위와 별개로 코로나19 확진자의 동선이 아니고 확진자가 나오지 않았는데 손님이 없다는 이유로 출근을 못하게 했을 때 휴업수당을 받을 수 있을까요?"
38	5.0	0.1402	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	신종 코로나 바이러스 관련 대책으로 감염병 증상을 보이는 직원에 대한 관리 대책을 강구하고 있습니다.사업장 휴업을 진행할 수 없어 특정 증상이 나타나는 직원을 대상으로 휴업 조치를 하기위해사업장 입구에서 체온계 및 문진표를 구비하여 대상을 특정하고 있으며, 특정된 대상은 강제적으로 휴업을 진행하려 합니다.여기서 궁금한것은 휴업하는 대상에게 해당 근무일에 급여를 지급하지 않아도 되는지 궁금합니다.회사 차원에서 강제 휴업대상 직원은 해당 휴업일에 대한 급여를 지급하지 않거나 절반만 지급하는 방향으로 검토를 하고 있어 문의 드려봅니다.
39	5.0	0.1321	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	2020년 1월부터 현재 4월 말까지 창궐하고 있는 코로나 바이러스로 인한 경제침체로 폐업하거나 부도를 맞는 기업들이 많다고 합니다. 폐업이나 부도를 경험해야 하는 고용주의 고통이 클 것이지만, 생활고에 처하게 되는 근로자들의 어려움도 매우 절실합니다.기업들이 근로자의 임금을 지급하지 못한 채 폐업이나 부도를 맞게 되면 근로자들은 밀려있는 급여를 어떻게 받을 수 있는지 알고 싶습니다.
40	5.0	0.1164	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	지인동네에 코로나 확진자가 발생이 되어 주변 상가랑 마트들이 일제히 휴업하고 방역에 들어갔다고 합니다. 코로나19 확진자 동선으로 굉장히 많은 약국,병원,마트,식당등이 휴업 후 방역에 들어갔을텐데 이러한 휴업처리 된 업주에 대해서는 정부 보상안이 있나요?
41	5.0	0.1163	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	대구에서 학원을 운영하는 원장입니다.특별재난지역으로 선포되면  상시근로자5인이상 사업장도 무급휴직이 가능한지요. 또한  귀책사유가 학원장에 있다면 급여가 200만원인 강사에게 20일동안 휴업을 했다면 통상적으로 얼마를 지급해야 하나요?  대구지역은 코로나-19로 인해  학원휴업이 장기화될 가능성이 매우 높습니다. 꼭 답변 부탁드립니다.
42	5.0	0.1053	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	종합운동장 생활체육 강사로 위촉계약되었는데 2월부터 코로나19 확산 예방을 위해 시설이 휴관을 하게 되어 근무를 하지 못했습니다.   시설내에서  코로나  환자가  확진되지는  않았지만  확산이  우려되어  휴관상태입니다. 근로기준법을 적용하여 휴업수당을 받을수 있는지 궁금합니다.
43	5.0	0.0723	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	코로나 바이러스의 대유행으로 소독에 대한 관심이 높아지면서 이와 관련된 상품 중 일반 락스보다 살균력이 월등히 높은 전해수기가 다른 살균제보다 상대적으로 값이 비쌈에도 불구하고 붙티나게 팔리고 있습니다. 하지만 제조사에서 주장하는 것과는 달리 안전성에 문제가 있다는 논란이 있던데 이 점에 대해 궁금합니다
44	5.0	0.0562	휴업, 근로자, 수당, 해당, 사유, 계산, 휴직, 요구, 사업장, 적용	코로나19 바이러스에 감염되지 않을려면 어떻게 해야 하며, 현재 완치 인원수와 재발 인원수를 알고싶구요 15일 격리시키는것은 왜인지요.?
45	6.0	0.2749	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	영어학원에서 정부의 제안으로 휴무를 일주일간 실시 한다고 합니다제가 알기로는 학원의 휴무 관계는 정부의 제안이지 휴무를 하라고 지시가 내려 온 건 아니라고 알고있습니다이럴경우는 사업자의 선택으로 휴무를 시행하는데 학원 선생님들이 무급으로 일주일을 쉬어야 되는건가요?방금 무급으로 휴무를 하라고 문자가왔는데 기분이 더러워 질문을 올려봅니다
46	6.0	0.1755	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	차트적으로 비트코인이 전 최고점을 뚫는데 최대 2-3년을 넘지 않는 것으로봤었던 것 같은데 차트를 다시 찾으려고 하니 힘드네요..전고점 돌파 평균 기간에 대해 차트적 분석으로 알려주시면 감사하겠습니다.
47	6.0	0.1173	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	인터넷뒤지면 여기저기 답변은 많은데 뭐가 정확한답인지도 모르겠네요.지금 이상황에서2.23~4.6일무급휴무입니다.정확한답변 부탁합니다.70프로는 받을수 있는건가요?없는건가요?얼마라도받을수있는방법?
48	6.0	0.1141	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	아이가르텐영어어학원입니다.코로나로2.23~4.6무급휴무라고톡왔어요.2.29일만2년계약만기일입니다.인수인계까지는 해준다고했어요.한푼도받을수없나요?나라에서 지원해주는해택도 해당사항이 아닌가요?
49	6.0	0.1109	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	저는 공연을 진행하고 있는 기업을 운영 중에 있습니다.코로나로 인해 공연이 취소되고, 자체적으로 운영하고 있는 연습실 대관도 중지 한 상태입니다.일을 진행할 수 없게 되어 경영에 어려움을 느끼고 있습니다. 정부에서 지원하는 보상제도가 어떤 것들이 있는지 궁금합니다
50	6.0	0.0909	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	안녕하세요?세계정세가 불안하여 나름 안전자산인 골드에 일정부분 투자를 고려하고 있습니다. 최근 골드시세가 많이 올랐던데... 원화기준으로 최고가는 얼마이며 언제 찍었는지 궁금합니다.더불어 골드투자 방식이 다양한데...어떤 방식이 가장 리스크가 적을까요? 조언부탁드립니다.
51	6.0	0.0857	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	코로나양성 판정을 받고 숨막히는 스트레스가   잠도 못자고 밥맛이 도 없고 살도 흐물흐물해지고 자가격리  2주끝나고 센타에2주가 넘어가고 있습니다 지금의 상황이  너무힘들고   고통스럽습니다 어떻게 마음이 편안해질까요 또 집으로가면 주변의 눈총등 생계도 위협받고 매우 불안 초조 합니다
52	6.0	0.0789	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	자본주의 사회에서  상품이 가격은 시장논리에 따라 정해지는걸로 아는데이번에 정부에서 신종 코로나 사태로 인해 마스크 매점매석을 처벌한다고 합니다이러한  근거는 어디서 나오는 것인가요?
53	6.0	0.0718	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	수영 강사인 친구가 있는데벌써 두달 가까이 강습 활동을 못하고 있다네요.구에서 운영하는 수영장인데 월급이 보상안이 결정되야 지급 가능하고 그나마도 100프로 못나간다고 하는데..이런 보상안은 언제 결정되나요?지차체마다 다른건지 아니면 정부에서 일괄 적용하는지 궁금합니다.
54	6.0	0.0716	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	코로나19 바이러스는 접촉에 의한 비말성 전염으로 알고있는데,코로나19 바이러스가 공기 중에 노출 되었을 때1. 상온에서 생존 시간은 얼마인가요?2. 주변 온습도와는  어떤 상관관계가  있나요?
55	6.0	0.0509	정부, 휴무, 얼마, 학원, 주변, 강사, 영어, 운영, 사업자, 실	주변에 많은 사람들이 코로나로 인한 직접 간접 아픔을 많이 겪고있읍니다. 하루빨리 코료나가 완멸 되었으면하는 바램어서  코로나는 완전히 전멸시킬수 있나요?
56	7.0	0.1703	주식, 미국, 반, 사태, 증, 드, 매입, 키트, 주가, 설명	코로나 때문에 주가가 내려간 지난 달부터 관심이 생겨서, 자녀의 증권 계좌로 매달 30만원씩 입금하고 주식을 매입하고 있습니다.자녀가 성인이 되기 전까지 계속 넣어줄 생각인데요. 이렇게 소액으로 쪼개서 넣어주는 것도 증여세 신고를 해야하나요?알려주시면 감사합니다^^
57	7.0	0.1649	주식, 미국, 반, 사태, 증, 드, 매입, 키트, 주가, 설명	최근에 코스피, 코스닥 지수가 큰 폭락이 있었는데요왜 주가가 폭락을 하는데 사람들이 주식을 더 사고 싶어하는건가요?주가가 계속 떨어지면  주식을 가진 사람들은 팔고 싶어지고 주식을 가지고 있지 않은 사람들은 주식을 사고 싶지 않을 것 같은데요지금 상황에서 주식을 사고 싶어하는 사람들의 심리를 잘 이해를 하지 못해서  질문드립니다...
58	7.0	0.1617	주식, 미국, 반, 사태, 증, 드, 매입, 키트, 주가, 설명	지금 전세계 주식시장이  하락장세라고 하는데, 우리주식시장 지금 저점매수  타이밍이라고 할수있을까요?만약에  주식을 매입 한다면 지금 들어가야 할까요?아니면 좀더 지켜보다,들어가야 할까요?
